scenario,label,light_mode,seed,avg_travel,min_travel,max_travel,avg_wait,min_wait,max_wait,avg_reservation_wait,min_reservation_wait,max_reservation_wait,avg_utility,min_utility,max_utility,collisions,completed_trips,vehicles_spawned
VS-02,Heavy Traffic Congestion,fixed,1024,32.30961538461491,4.799999999999983,81.79999999999556,17.644230769230813,0.0,53.100000000000485,15.826923076923112,0.0,53.100000000000485,0.7357770110575989,0.5858498023715413,0.9912903225806455,0,52,52
VS-02,Heavy Traffic Congestion,fixed,1025,30.826923076922704,4.800000000000068,89.59999999999673,15.838461538461575,0.0,50.400000000000446,14.436538461538493,0.0,47.3000000000004,0.7449869179822912,0.5919060052219309,0.9734693877551016,0,52,52
VS-02,Heavy Traffic Congestion,fixed,1026,28.03846153846119,4.799999999999983,102.89999999999658,14.890384615384658,0.0,61.2000000000006,13.271153846153881,0.0,61.2000000000006,0.7591144813707617,0.5484615384615367,0.9734693877551016,0,52,52
VS-02,Heavy Traffic Congestion,fixed,1027,32.996153846153376,4.799999999999983,95.59999999999732,18.573076923076986,0.0,54.90000000000051,14.284615384615417,0.0,54.90000000000051,0.7184820292387852,0.4386930091185391,0.9985714285714286,0,52,52
VS-02,Heavy Traffic Congestion,fixed,1028,32.05769230769193,5.199999999999733,79.49999999999866,17.090384615384643,0.4,45.00000000000037,14.944230769230789,0.4,44.700000000000365,0.7274277676216954,0.5359893048128334,0.9499999999999997,0,52,52
VS-02,Heavy Traffic Congestion,fixed,1029,31.969230769230357,4.799999999999985,107.09999999999506,17.321153846153894,0.0,61.4000000000006,15.188461538461574,0.0,61.4000000000006,0.7503420043322445,0.5756696428571432,1.0,0,52,52
VS-03,Emergency Vehicle Prioritization,fixed,1000,30.471874999999972,5.299999999999699,123.59999999999648,15.806250000000045,0.0,63.80000000000064,14.35000000000004,0.0,59.500000000000576,0.752322892896431,0.4681754385964886,1.0,0,32,32
VS-03,Emergency Vehicle Prioritization,fixed,1001,29.00625000000008,4.799999999999995,108.39999999999797,14.478125000000027,0.0,50.400000000000446,12.518750000000018,0.0,50.400000000000446,0.7718221573879414,0.5237230769230775,1.0,0,32,32
VS-03,Emergency Vehicle Prioritization,fixed,1002,32.11562499999988,4.799999999999983,163.9999999999949,16.853125000000006,0.0,94.29999999999892,15.674999999999997,0.0,94.29999999999892,0.7708974996620374,0.6157971014492752,0.9734693877551016,0,32,32
VS-03,Emergency Vehicle Prioritization,fixed,1003,27.45625000000016,5.200000000000074,56.3999999999987,13.403125,0.0,37.600000000000264,12.056250000000004,0.0,37.600000000000264,0.7577732270707495,0.6190601503759391,1.0,0,32,32
